,닉네임,댓글,날짜
969,ㅁㄴㅇ(211.201),저딴개새끼들이 성폭행 존나하고 다니고 흉악한 범죄저지르는 개씨발롬들도 인권있다고 존나 똥꼬빨아주는 개싸이코새끼들이야 저딴새끼들은 그냥 모가지짤라버려야돼,2011.01.06 11:46:38
970,성지순례(112.216),성지순ㄴㄴ례왓슴다,2011.01.06 12:10:20
971,1(210.48),개새끼들/도대체 어떤 지랄을 해야 김정일보다 더 더러운 개새끼가 될 수 있을까? 존나 감정이입 쩌네. 니가 사이트 관리자 앞에 서면 소총 맞는다에 내 모가지를 건다.,2011.01.06 12:19:21
972,날아라정대만 ,"개새끼들 병신아, 이 사람이 우리민좆끼리 관리자 목숨 위태하게 하려고 한거냐? 그게 아니잖아. 사람들이 환호하는게 관리자가 위험해진 상황이 아니잖아. 그냥 김정일, 김정은 씨발 좆같은 새끼들이라고 대놓고 욕한걸 가지고 환호하는건데 왠 지랄?",2011.01.06 12:22:46
973,Caliber_50 ,너이새끼 화이팅 ㅋㅋㅋ 성지순례 왔다 ㅋㅋㅋ 너이새끼 화이팅 ㅋㅋㅋ 성지순례 왔다 ㅋㅋㅋ 너이새끼 화이팅 ㅋㅋㅋ 성지순례 왔다 ㅋㅋㅋ 너이새끼 화이팅 ㅋㅋㅋ 성지순례 왔다 ㅋㅋㅋ 너이새끼 화이팅 ㅋㅋㅋ 성지순례 왔다 ㅋㅋㅋ 너이새끼 화이팅 ㅋㅋㅋ 성지순례 왔다 ㅋㅋㅋ 너이새끼 화이팅 ㅋㅋㅋ 성지순례 왔다 ㅋㅋㅋ 너이새끼 화이팅 ㅋㅋㅋ 성지순례 왔다 ㅋㅋㅋ 너이새끼 화이팅 ㅋㅋㅋ 성지순례 왔다 ㅋㅋㅋ 너이새끼 화이팅 ㅋㅋㅋ 성지순례 왔다 ㅋㅋㅋ 너이새끼 화이팅 ㅋㅋㅋ 성지순례 왔다 ㅋㅋㅋ 너이새끼 화이팅 ㅋㅋㅋ 성지순례 왔다 ㅋㅋㅋ 너이새끼 화이팅 ㅋㅋㅋ 성지순례 왔다 ㅋㅋㅋ 너이새끼 화이팅 ㅋㅋㅋ 성지순례 왔다 ㅋㅋㅋ 너이새끼 화이팅 ㅋㅋㅋ 성지순례 왔다 ㅋㅋㅋ 너이새끼 화이팅 ㅋㅋㅋ 성지순례 왔다 ㅋㅋㅋ,2011.01.06 12:28:27
975,Caliber_50 ,너이새끼 화이팅 ㅋㅋㅋ 성지순례 왔다 ㅋㅋㅋ 너이새끼 화이팅 ㅋㅋㅋ 성지순례 왔다 ㅋㅋㅋ 너이새끼 화이팅 ㅋㅋㅋ 성지순례 왔다 ㅋㅋㅋ 너이새끼 화이팅 ㅋㅋㅋ 성지순례 왔다 ㅋㅋㅋ 너이새끼 화이팅 ㅋㅋㅋ 성지순례 왔다 ㅋㅋㅋ 너이새끼 화이팅 ㅋㅋㅋ 성지순례 왔다 ㅋㅋㅋ 너이새끼 화이팅 ㅋㅋㅋ 성지순례 왔다 ㅋㅋㅋ 너이새끼 화이팅 ㅋㅋㅋ 성지순례 왔다 ㅋㅋㅋ 너이새끼 화이팅 ㅋㅋㅋ 성지순례 왔다 ㅋㅋㅋ 너이새끼 화이팅 ㅋㅋㅋ 성지순례 왔다 ㅋㅋㅋ 너이새끼 화이팅 ㅋㅋㅋ 성지순례 왔다 ㅋㅋㅋ 너이새끼 화이팅 ㅋㅋㅋ 성지순례 왔다 ㅋㅋㅋ 너이새끼 화이팅 ㅋㅋㅋ 성지순례 왔다 ㅋㅋㅋ 너이새끼 화이팅 ㅋㅋㅋ 성지순례 왔다 ㅋㅋㅋ 너이새끼 화이팅 ㅋㅋㅋ 성지순례 왔다 ㅋㅋㅋ 너이새끼 화이팅 ㅋㅋㅋ 성지순례 왔다 ㅋㅋㅋ,2011.01.06 12:28:33
974,Caliber_50 ,너이새끼 화이팅 ㅋㅋㅋ 성지순례 왔다 ㅋㅋㅋ 너이새끼 화이팅 ㅋㅋㅋ 성지순례 왔다 ㅋㅋㅋ 너이새끼 화이팅 ㅋㅋㅋ 성지순례 왔다 ㅋㅋㅋ 너이새끼 화이팅 ㅋㅋㅋ 성지순례 왔다 ㅋㅋㅋ 너이새끼 화이팅 ㅋㅋㅋ 성지순례 왔다 ㅋㅋㅋ 너이새끼 화이팅 ㅋㅋㅋ 성지순례 왔다 ㅋㅋㅋ 너이새끼 화이팅 ㅋㅋㅋ 성지순례 왔다 ㅋㅋㅋ 너이새끼 화이팅 ㅋㅋㅋ 성지순례 왔다 ㅋㅋㅋ 너이새끼 화이팅 ㅋㅋㅋ 성지순례 왔다 ㅋㅋㅋ 너이새끼 화이팅 ㅋㅋㅋ 성지순례 왔다 ㅋㅋㅋ 너이새끼 화이팅 ㅋㅋㅋ 성지순례 왔다 ㅋㅋㅋ 너이새끼 화이팅 ㅋㅋㅋ 성지순례 왔다 ㅋㅋㅋ 너이새끼 화이팅 ㅋㅋㅋ 성지순례 왔다 ㅋㅋㅋ 너이새끼 화이팅 ㅋㅋㅋ 성지순례 왔다 ㅋㅋㅋ 너이새끼 화이팅 ㅋㅋㅋ 성지순례 왔다 ㅋㅋㅋ 너이새끼 화이팅 ㅋㅋㅋ 성지순례 왔다 ㅋㅋㅋ,2011.01.06 12:28:34
976,라모라모 ,성지순례성지순례성지순례성지순례성지순례성지순례성지순례성지순례성지순례성지순례성지순례성지순례성지순례성지순례성지순례성지순례성지순례성지순례성지순례성지순례성지순례성지순례성지순례성지순례성지순례성지순례성지순례,2011.01.06 12:35:45
977,ㅁㅁㅁ(115.145),★☆성지순례★☆성지순례★☆성지순례★☆성지순례★☆성지순례★☆성지순례★☆성지순례★☆성지순례★☆성지순례★☆성지순례★☆성지순례★☆성지순례★☆성지순례★☆성지순례★☆성지순례★☆성지순례★☆성지순례★☆성지순례★☆성지순례★☆성지순례★☆성지순례★☆성지순례★☆성지순례★☆성지순례★☆성지순례★☆성지순례★☆성지순례★☆성지순례★☆성지순례★☆성지순례★☆성지순례★☆성지순례★☆성지순례★☆성지순례★☆성지순례★☆성지순례★☆성지순례★☆성지순례★☆성지순례★☆성지순례★☆성지순례★☆성지순례★☆성지순례★☆성지순례★☆성지순례★☆성지순례,2011.01.06 12:42:39
978,ㅁㅁㅁ(115.145),★☆성지순례★☆성지순례★☆성지순례★☆성지순례★☆성지순례★☆성지순례★☆성지순례★☆성지순례★☆성지순례★☆성지순례★☆성지순례★☆성지순례★☆성지순례★☆성지순례★☆성지순례★☆성지순례★☆성지순례★☆성지순례★☆성지순례★☆성지순례★☆성지순례★☆성지순례★☆성지순례★☆성지순례★☆성지순례★☆성지순례★☆성지순례★☆성지순례★☆성지순례★☆성지순례★☆성지순례★☆성지순례★☆성지순례★☆성지순례★☆성지순례★☆성지순례★☆성지순례★☆성지순례★☆성지순례★☆성지순례★☆성지순례★☆성지순례★☆성지순례★☆성지순례★☆성지순례★☆성지순례★☆성지순례★☆성지순례★☆성지순례★☆성지순례★☆성지순례★☆성지순례★☆성지순례★☆성지순례★☆성지순례★☆성지순례★☆성지순례,2011.01.06 12:42:44
979,ㅁㅁㅁ(115.145),★☆성지순례★☆성지순례★☆성지순례★☆성지순례★☆성지순례★☆성지순례★☆성지순례★☆성지순례★☆성지순례★☆성지순례★☆성지순례★☆성지순례★☆성지순례★☆성지순례★☆성지순례★☆성지순례★☆성지순례★☆성지순례★☆성지순례★☆성지순례★☆성지순례★☆성지순례★☆성지순례★☆성지순례★☆성지순례★☆성지순례★☆성지순례★☆성지순례★☆성지순례★☆성지순례★☆성지순례★☆성지순례★☆성지순례★☆성지순례★☆성지순례★☆성지순례★☆성지순례★☆성지순례★☆성지순례★☆성지순례★☆성지순례★☆성지순례★☆성지순례★☆성지순례★☆성지순례★☆성지순례★☆성지순례★☆성지순례★☆성지순례★☆성지순례★☆성지순례★☆성지순례★☆성지순례★☆성지순례★☆성지순례★☆성지순례★☆성지순례★☆성지순례★☆성지순례★☆성지순례★☆성지순례★☆성지순례★☆성지순례★☆성지순례★☆성지순례,2011.01.06 12:42:54
980,ㅁㅁㅁ(115.145),★☆성지순례★☆성지순례★☆성지순례★☆성지순례★☆성지순례★☆성지순례★☆성지순례★☆성지순례★☆성지순례★☆성지순례★☆성지순례★☆성지순례★☆성지순례★☆성지순례★☆성지순례★☆성지순례★☆성지순례★☆성지순례★☆성지순례★☆성지순례★☆성지순례★☆성지순례★☆성지순례★☆성지순례★☆성지순례★☆성지순례★☆성지순례★☆성지순례★☆성지순례★☆성지순례★☆성지순례★☆성지순례★☆성지순례★☆성지순례★☆성지순례★☆성지순례★☆성지순례★☆성지순례★☆성지순례★☆성지순례★☆성지순례★☆성지순례★☆성지순례★☆성지순례★☆성지순례★☆성지순례★☆성지순례★☆성지순례★☆성지순례★☆성지순례★☆성지순례★☆성지순례★☆성지순례★☆성지순례★☆성지순례★☆성지순례★☆성지순례★☆성지순례★☆성지순례★☆성지순례★☆성지순례★☆성지순례★☆성지순례★☆성지순례★☆성지순례★☆성지순례★☆성지,2011.01.06 12:43:01
981,ㅂㅂ(61.72),아아 성지순례왔습니다,2011.01.06 13:05:19
982,난천안시동남구다(121.156),아낰돋네 ㅋ 이님이 진짜 용자짓해서 기사뜬거? 우왕님좀짱 님잘하면 암살임,2011.01.06 13:14:09
985,엠타겟 ,★☆성지순례☆★성지순례☆★성지순례☆★성지순례☆★성지순례☆★성지순례☆★성지순례☆★성지순례☆★성지순례☆★성지순례☆★성지순례☆★성지순례☆★성지순례☆★성지순례☆★성지순례☆★성지순례☆★성지순례☆★성지순례☆★성지순례☆★성지순례☆★성지순례☆★성지순례☆★성지순례☆★성지순례☆★성지순례☆★성지순례☆★성지순례☆★성지순례☆★성지순례☆★성지순례☆★성지순례☆★성지순례☆★성지순례☆★성지순례☆★성지순례☆★성지순례☆★성지순례☆★성지순례☆★성지순례☆★성지순례☆★성지순례☆★성지순례☆★성지순례☆★성지순례☆★성지순례☆★성지순례☆★성지순례☆★성지순례☆★성지순례☆★성지순례☆★성지순례☆★성지순례☆★성지순례☆★성지순례☆★성지순례☆★성지순례☆★성지순례☆★성지순례☆★성지순례☆★성지순례☆★성지순례,2011.01.06 13:18:49
983,엠타겟 ,★☆성지순례☆★성지순례☆★성지순례☆★성지순례☆★성지순례☆★성지순례☆★성지순례☆★성지순례☆★성지순례☆★성지순례☆★성지순례☆★성지순례☆★성지순례☆★성지순례☆★성지순례☆★성지순례☆★성지순례☆★성지순례☆★성지순례☆★성지순례☆★성지순례☆★성지순례☆★성지순례☆★성지순례☆★성지순례☆★성지순례☆★성지순례☆★성지순례☆★성지순례☆★성지순례☆★성지순례☆★성지순례☆★성지순례☆★성지순례☆★성지순례☆★성지순례☆★성지순례☆★성지순례☆★성지순례☆★성지순례☆★성지순례☆★성지순례☆★성지순례☆★성지순례☆★성지순례☆★성지순례☆★성지순례☆★성지순례☆★성지순례☆★성지순례☆★성지순례☆★성지순례☆★성지순례☆★성지순례☆★성지순례☆★성지순례☆★성지순례☆★성지순례☆★성지순례☆★성지순례☆★성지순례,2011.01.06 13:18:53
986,엠타겟 ,★☆성지순례☆★성지순례☆★성지순례☆★성지순례☆★성지순례☆★성지순례☆★성지순례☆★성지순례☆★성지순례☆★성지순례☆★성지순례☆★성지순례☆★성지순례☆★성지순례☆★성지순례☆★성지순례☆★성지순례☆★성지순례☆★성지순례☆★성지순례☆★성지순례☆★성지순례☆★성지순례☆★성지순례☆★성지순례☆★성지순례☆★성지순례☆★성지순례☆★성지순례☆★성지순례☆★성지순례☆★성지순례☆★성지순례☆★성지순례☆★성지순례☆★성지순례☆★성지순례☆★성지순례☆★성지순례☆★성지순례☆★성지순례☆★성지순례☆★성지순례☆★성지순례☆★성지순례☆★성지순례☆★성지순례☆★성지순례☆★성지순례☆★성지순례☆★성지순례☆★성지순례☆★성지순례☆★성지순례☆★성지순례☆★성지순례☆★성지순례☆★성지순례☆★성지순례☆★성지순례☆★성지순례,2011.01.06 13:19:01
987,엠타겟 ,★☆성지순례☆★성지순례☆★성지순례☆★성지순례☆★성지순례☆★성지순례☆★성지순례☆★성지순례☆★성지순례☆★성지순례☆★성지순례☆★성지순례☆★성지순례☆★성지순례☆★성지순례☆★성지순례☆★성지순례☆★성지순례☆★성지순례☆★성지순례☆★성지순례☆★성지순례☆★성지순례☆★성지순례☆★성지순례☆★성지순례☆★성지순례☆★성지순례☆★성지순례☆★성지순례☆★성지순례☆★성지순례☆★성지순례☆★성지순례☆★성지순례☆★성지순례☆★성지순례☆★성지순례☆★성지순례☆★성지순례☆★성지순례☆★성지순례☆★성지순례☆★성지순례☆★성지순례☆★성지순례☆★성지순례☆★성지순례☆★성지순례☆★성지순례☆★성지순례☆★성지순례☆★성지순례☆★성지순례☆★성지순례☆★성지순례☆★성지순례☆★성지순례☆★성지순례☆★성지순례☆★성지순례,2011.01.06 13:19:04
988,Vaspo ,성지 순례 orz 성지 순례 orz 성지 순례 orz 성지 순례 orz 성지 순례 orz 성지 순례 orz 성지 순례 orz 성지 순례 orz 성지 순례 orz 성지 순례 orz 성지 순례 orz 성지 순례 orz 성지 순례 orz 성지 순례 orz 성지 순례 orz 성지 순례 orz 성지 순례 orz 성지 순례 orz 성지 순례 orz 성지 순례 orz 성지 순례 orz 성지 순례 orz 성지 순례 orz 성지 순례 orz 성지 순례 orz 성지 순례 orz 성지 순례 orz 성지 순례 orz 성지 순례 orz 성지 순례 orz 성지 순례 orz,2011.01.06 13:33:57
