,닉네임,댓글,날짜
214,ㅇㅇ(1.248),애미터진 AAA예비창녀AAA 봊앰생 피똥싸개 에이즈 김치년들 보들보들거리는거  개꿀젬~ ㅋㅋ애미터진 AAA예비창녀AAA 봊앰생 피똥싸개 에이즈 김치년들 보들보들거리는거  개꿀젬~ ㅋㅋ애미터진 AAA예비창녀AAA 봊앰생 피똥싸개 에이즈 김치년들 보들보들거리는거  개꿀젬~ ㅋㅋ애미터진 AAA예비창녀AAA 봊앰생 피똥싸개 에이즈 김치년들 보들보들거리는거  개꿀젬~ ㅋㅋ,2018.08.30 19:54:25
215,ㅇㅇ(1.248),애미터진 AAA예비창녀AAA 봊앰생 피똥싸개 에이즈 김치년들 보들보들거리는거  개꿀젬~ ㅋㅋ애미터진 AAA예비창녀AAA 봊앰생 피똥싸개 에이즈 김치년들 보들보들거리는거  개꿀젬~ ㅋㅋ애미터진 AAA예비창녀AAA 봊앰생 피똥싸개 에이즈 김치년들 보들보들거리는거  개꿀젬~ ㅋㅋ애미터진 AAA예비창녀AAA 봊앰생 피똥싸개 에이즈 김치년들 보들보들거리는거  개꿀젬~ ㅋㅋ,2018.08.30 19:54:35
216,ㅇㅇ(1.248),만화 지극히 정상적이고 피싸개들 까는내용도 아니구만 보들보들 클리발광하네 피싸개들 ㄷㄷㄷ 만화 지극히 정상적이고 피싸개들 까는내용도 아니구만 보들보들 클리발광하네 피싸개들 ㄷㄷㄷ 만화 지극히 정상적이고 피싸개들 까는내용도 아니구만 보들보들 클리발광하네 피싸개들 ㄷㄷㄷ 만화 지극히 정상적이고 피싸개들 까는내용도 아니구만 보들보들 클리발광하네 피싸개들 ㄷㄷㄷ 만화 지극히 정상적이고 피싸개들 까는내용도 아니구만 보들보들 클리발광하네 피싸개들 ㄷㄷㄷ 만화 지극히 정상적이고 피싸개들 까는내용도 아니구만 보들보들 클리발광하네 피싸개들 ㄷㄷㄷ 만화 지극히 정상적이고 피싸개들 까는내용도 아니구만 보들보들 클리발광하네 피싸개들 ㄷㄷㄷ,2018.08.30 19:56:36
217,ㅇㅇ(110.47),6600추 내가만듬,2018.08.30 23:39:04
218,ㅇㅇㅇ(146.185),갑옷을 입고 살아가는 것이 뭐가 나쁘냐...  그건 일종의 인간으로서의 의무의 무게를 느낀다는 거다. 이 글도 오래전에 적힌 글이지만. 여자들이 말하는 말들도 일리가 있다. 저들은 결국은 인류의 양지에 나오지 못했다는 사실. 그리고 여자들의 육체만을 탐하던 남자들이 없지 않았지..,2018.09.05 01:29:22
219,ㅇㅇㅇ(146.185),그래서 오늘날 여자들이 떠드는 말에 하나하나 신경쓰지 않는다. 그렇다고 내가 죄악감을 가지지는 않아. 이미 너무나도 오래전의 이야기니까. 300년전의 이야기나. 200년전의 이야기.. 그런 이야기에 공감할 수 있는 남자가 몇명이나 있을까..,2018.09.05 01:30:10
220,ㅇㅇㅇ(146.185),그래도 나는 그들의 소리는 듣는 것이 좋다고 생각한다. 여자들이 아무리 분노해서 말해도 그 말을 들어주면 여인들은 분노를 가라 앉힌다. 그렇게 서로 이애할 수 있다. 그렇게 인류가 여기까지 온거다.,2018.09.05 01:30:56
221,ㅇㅇㅇ(146.185),"이제까지 인류가 수많은 적들을 넘어서 왔다. 100년도 안된 시대에 민족, 계급같은 적을 쓰러트렸지. 이제 그것이 성별이 된 것같다. 그래도 나는 희망을 가진다. 여자들 중에도 바보만 있는건 아닐거다. 우리가 저들을 이해하고 저렇게 말하는 애들을 감싸면 그 중에 단 한명이라도 반드시 여자들 속에서도 씨앗이 나올거다. 남자들이 언제나 그랬듯. 그렇게 씨앗이 발아해서 꽃을 피우는 순간까지 우리는 태양과 물이 되면 되는거다.",2018.09.05 01:32:29
222,ㅇㅇㅇ(146.185),"남자들은 갑옷이라는 존재하지도 않는 의무의 무게에 억울해하지 말자. 그런 감언이설. 이제까지 인류의 역사에서 수도 없었다. 불과 100년도 되지 않은 역사에서 계급, 민족으로 그렇게 남자들을 꾀었지. 그렇지만 끝을 봐라. 2000만명을 넘게 굶어죽인 학살. 이상이라는 이름만 남은 껍데기 그것이 결말이다.",2018.09.05 01:33:34
223,ㅇㅇㅇ(146.185),우리는 인인생의 무게. 굴레를 짊어 져야 한다. 우리가 여기서 물러선다면 인류의 미래는 없다는건 너희도 나도 느끼고 있다. 그게 남자라는 사실  하나때문에 이상하게 그런 생각을 하지마라고 요즘 시대가 강요할 뿐이지. 그래도 우리는 나아가야 한다. 방패와 칼을 들자 전우들아. 그 언젠가 반드시 우리가 분투했던 오늘을 인류가 알아주는 날이 올거다. 우리의 이름은 남지 않겠지만. 그게 이제까지 인류가 인류로서 남아온 방식이다.,2018.09.05 01:34:47
224,ㅇㅇ(58.122),의무는 존재하고 방패 칼 전우 이딴 말이 좆같다고 새끼야 뇌가 달려있냐? 만화 읽으라고 ㅋㅋㅋㅋㅋㅋ,2022.08.11 17:36:03
225,ㅇㅇ(112.155),애미창년보지년들 비추봐라 씨발ㅋㅋㅋ 가서 몸이나 쳐 팔아라 좆같은와꾸랑 몸뚱아리로 ㅋㅋㅋㅋ  - dc App,2018.09.05 05:10:04
226,ㅇㅇ(49.173),웜년들 댓글로 욕하는거 보니 급식충은 웃고 갑니다 ^^ 오늘도 페미 혐오 1스텍 쌓고 가네요  - dc App,2018.09.06 23:13:42
227,수한지(223.62),보지년들 막댓사수하러왔네 ㅋㅋ 보지에전구넣고 깨버리기전에 꺼져,2018.09.10 11:50:39
228,ㅇㅇ(223.62),6666추,2018.09.10 17:19:45
229,ㅇㅇ(223.62),가 돼 있길래 6667추 만듦,2018.09.10 17:19:59
230,지랄하네(59.27),꼬추뽑고 애 임신시키지 말고 대리뛰지말던가,2018.09.11 20:03:17
231,ㅇㅇ(222.112),남자가 훨씬 힘들고 개좆같은 나라가 확실하지만 한국에서 여자로 태어나고 싶진 않음. 절대 혐오스러운 김치년 같은 존재가 되긴 싫음,2018.09.12 04:07:03
232,:Diablo ,막막한데 이게 현실이지...,2018.09.12 09:38:22
233,ㅇㅇ(218.158),6690추 우리는 언제 이런 갑옷을 벗을 수 있을까?,2018.09.12 23:26:44
234,ㅇㅇ(114.202),애ㅡ미 씨ㅡ발 2000천만원받으시는 공무원분들 비추누른거보소ㅋㅋㅋ 보댕이에 펀치 존나꽃고싶다,2018.09.14 13:25:03
235,ㅇㅇ(223.38),2천만원이겠지;  - dc App,2019.03.06 16:46:14
236,망고맛젤리 ,역대급 명작 난 힛 중에서 이게 가장 좋더라,2018.09.15 16:44:20
237,ㅇㅇ(110.70),6715추  - dc App,2018.09.17 01:40:39
238,ㅇㅇ(223.39),여자들 ㅂㄷㅂㄷ할 만화넼ㅋㅋㅋㅋㅋㅋㅋㅋ  - dc App,2018.09.19 10:17:21
239,ㅇㅇ(121.133),페미니스트 아니면 ㅂㄷㅂㄷ할 것도 없는 만화임. 너무 담담하게 현실을 그려내고 있을 뿐이지.,2018.09.20 14:11:36
240,내방불좀꺼줘 ,gn,2018.09.20 18:23:47
241,ㅇㅇ(223.38),6755추,2018.09.23 20:13:42
242,ㅇㅇ(59.28),ㄱㅊ  - dc App,2018.09.24 10:55:23
243,dd(106.248),ㅊㅊ,2018.09.29 15:36:52
244,ㅇㅇ(223.38),6789추,2018.09.29 17:30:49
245,헌따기 ,슬픔추  - dc App,2018.10.02 20:55:32
246,브☆베 ,잌잌잌,2018.10.05 23:31:30
247,ㅇㅇ(119.194),인류추,2018.10.06 12:33:52
248,엌(114.207),그만들 싸워라 ㅁㅊ놈들아. 성역할을 비판하는 만화인데 이걸 성 대립으로 밀고가네,2018.10.06 23:16:38
249,ㅇㅇ(223.38),6868추,2018.10.10 11:19:45
250,ㅇㅇ(223.62),6886추,2018.10.15 11:05:35
251,ㅇㅇ(222.234),명작추 - dc App,2018.10.22 00:48:57
252,ㅇㅇ(58.238),그래 그 갑옷 벗으라고 페미니즘 있는거잖이 빡대가리야 - dc App,2018.10.22 21:05:31
253,ㅇㅇ(210.96),아니 페미니즘은 갑옷을 더 무겁게 만들려고 미친 사상임,2019.03.04 13:12:12
254,ㅇㅇ(1.231),페미니즘이 딱히 여자한테 좋은것도 아니라는게 문제. 여자들한테서는 코르셋을 벗기고 거적대기를 입히고 싶어함. 똑같이 못생겨져야지 왜 나만 못생김? 이게 다 냄져랑 흉자 때문이다 이기,2019.03.30 13:42:06
255,ㅇㅇ(223.62),사회추,2018.10.24 10:59:43
256,SNSTR ,6923추 갓띵작이다,2018.10.24 13:37:52
257,ㅇㅇ(183.104),6938추,2018.10.28 13:41:40
258,사자아재 ,늦었지만 추,2018.10.28 20:16:02
259,CuteOvO_ ,투구보고 툭툭인줄   - dc App,2018.11.05 14:32:34
260,Oo(121.186),병신 쓰레기 한남충들 댓글 수준 존나 역겹네 진짜 니들은 어디 노르웨이 여성 군복무 이딴거 논하지마라. 적어도 노르웨이 남성들은 니들처럼 못생기지도 않았고 찌질하지도 않아 ㅉㅉ,2018.11.09 22:32:53
261,ㅇㅇ(112.212),노르웨이 여성들도 니들처럼 못생기지 않아 ㅋㅋㅋㅋ 아름다우면서도 의무를 다하고 권리도 챙기지 ㅋㅋㅋㅋ 역시 장애인 하위호환 할당제나 받아 처먹는 그성별 답네 ㅋㅋㅋㅋ 국가에서 병신취급해 주니까 좋아?ㅋㅋㅋㅋㅋ 아주 누워서 가래침을 무더기로 뱉어랔ㅋㅋㅋㅋ,2018.11.10 00:04:17
262,ㅇㅇ(112.212),"너흰 병신 쓰레기 한남충들에게 국방 의존해야하고, 1999년 이후로 시집살이 가부장 제사 명절 없어져가는 마당에 결혼적령기까지 돈도 더 많이 벌면서 '힐링욜로 탕진 + oecd 경제관념 최하위' 자랑하듯 개거지 새끼들이라 결혼비용 9:1 매달려야하고, 국가단위로 장애인 하위호환 취급하는 할당제나 받아처먹는, 한남충이라는 벌레에 기생해서 사는 연가시일 뿐이야",2018.11.10 00:11:35
263,ㅇㅇ(118.91),꾸익!!! 꾸이익!!!! 꾸이잉ㅇ이잉이이ㅣ익!!!!!! 꾸에꿰궤ㅡㄱ[ㅜ게구께개꾸이이이이읶1!!!!!!!!,2018.11.27 22:12:35
264,ㅇㅇ(112.171),지1랄,2019.12.07 16:25:36
265,AAAAAAAAAA ,병신,2020.05.18 11:16:49
266,ㅇㅇ(199.116),늘어진 보댕이년 챰피마냥 띡띡거리지말고 나가서 돈한번 벌어 보던지. 지금도 백수겠지 이년은? ㅋㅋ,2020.09.24 06:17:50
267,ㅇㅇ(58.122),"그저 일반화에 찌든 새끼면서 본인들한테 일반화의 화살이 날라오면 피해자라고 짖는 시발새끼들 ""한녀 다 못생기고 성격 나쁨""같은 헛소리랑 똑같은 수준의 말 한거 알지? 찌질하다는 것도 이 만화에서 나온 사회가 강요하는 남성의 자세에서 무의식적으로 하는 말인 거 알지? 그 한남충들 댓글에 반박은 없고 그저 인신공격과 일반화로 점철된 그 한결같은 태도가 참...",2022.08.11 17:39:42
268,ㅇㅇ(223.62),책임추,2018.11.10 15:54:46
269,ㅇㅇ(121.157),숙연추,2018.11.11 20:43:48
270,ㅇㅇ(117.111),7000추  - dc App,2018.11.12 18:15:13
271,sun3856(210.181),추천,2018.11.16 18:31:32
272,ㅇㄹ(175.205),그래 사실 갑옷이었어 왕관은 저 높은 사람들이 끼고있는데 우린 그저 코르셋이 좋냐 갑옷이 좋냐같은 시덥잖은 싸움을 하고있는거야 진짜 왕관은 저 높은 사람들이 끼고있는데,2018.11.17 22:16:38
273,ㅇㅇ(39.7),22  남자 여자 둘다 힘들다고 생각해. 코르셋 갑옷의 도토리 키재기 싸움ㅋㅋㅋ 왕관 낀 사람들은 보고 웃겠네,2020.05.15 02:30:24
274,ㅇㅇ(39.122),띵작...,2018.11.18 02:50:38
275,ㅇㅇ(1.225),잘 그렸네 힘든 삶이다,2018.11.18 18:52:55
276,ㅇㅇ(223.39),팩트는 닥추야,2018.11.25 07:01:57
277,ㅇㅇ ,이거지  - dc App,2018.11.27 18:33:59
278,ㅇㅇ(223.62),7070추,2018.11.27 20:44:14
279,ㅇㅇ(221.150),진정추,2018.11.28 12:31:20
280,ㅇㅇ(223.62),갑옷 입혀진 남자들이 힘든게 있듯 코르셋 입혀진 여자들도 힘든게 있다는 생각은 못하나..누구나 어려움과 힘든게 있지만 그 무게는 각자 느끼기 나름이라고 생각함. 근데 글쓴이는 남자 힘든 것만 써서 댓글에 남자들은 옹호하고 여자들은 공감하지 못하니 서로 감정 싸움만 하지 싶음..그냥 혼자 생각으로 그쳤으면 좋았을걸 굳이 글로 써 남녀간 분란을 일으켜야되나싶다,2018.12.05 18:19:43
281,ㅇㅇ ,니가 말하듯이 여자들이 코르셋 입는 걸 남자버전으로 미러링 한 건데 왜 지랄?여자냐?  - dc App,2018.12.07 02:12:24
282,ㅇㅇ(115.136),혼자 생각으로 그쳤으면 좋았을걸 굳이 책으로 출판해 남녀간 분란을 일으켜야되나싶다,2018.12.14 18:00:07
283,ㅇㅇ(115.136),물론 82년생 돼지영 말하는거야 병신년아,2018.12.14 18:00:24
284,ㅇㅇ(219.255),그 잘난 겅감능력 어디감 언냐?,2018.12.14 21:00:04
285,ㅇㅇ(1.246),남자 힘든것만 썼다기보다 요즘은 여자 인권에 대해서 말이 많이 나오는데 그걸 '여자만' 힘든 것 처럼 말하니까 작가의 의도는 남자도 똑같이 부조리하고 힘든 인생을 살았다는거지 이 만화를 어째 남녀 분란 조장 만화라고 생각하시는지...,2018.12.14 22:38:51
286,ㅇㅇ(221.144),여자 힘든 것만 강조하여 여자들은 옹호하고 남자들은 공감하지 못하며 서로 감정 싸움만 하도록 발전된 것이 지금의 사회잖니. 적정선을 유지하며 서로 이해하려 노력하면 좋았을 것을 굳이 피해의식에 사로잡혀 남녀 간 분란을 일으킨 건 누구더라?,2018.12.16 09:54:57
287,5350(58.238),82kg 김지영 씨발련아  - dc App,2019.01.23 12:07:14
288,ㅇㅇ(115.138),-p-,2020.02.01 23:11:11
289,AAAAAAAAAA ,ㅗ,2020.05.18 11:17:10
290,ㅇㅇ(58.122),그렇다고 하기에는 82년생 김지영이라는 스토리 좆까고 여성의 피해만 조명한 작품도 엄청난 파장을 일으켰죠? 사례를 든 것도 아니고 허구의 인물들을 데려와서 주장하면 뭐가 됩니까?,2022.08.11 17:41:12
291,ㅇㅇ(223.62),인류추,2018.12.06 14:54:37
292,ㅇㅇ(59.13),7171추,2018.12.14 12:42:29
293,ㄴㅂ(183.106),막댓은 나다,2018.12.14 19:57:55
294,밀매 ,,2018.12.14 20:24:15
295,林용사 ,좋네 인정합니다.,2018.12.14 22:34:19
296,ㅇㅇ(223.62),7447추,2018.12.31 20:52:53
297,ㅇㅇ(112.167),7475추,2019.01.07 00:52:07
298,리소트 ,7492추  - dc App,2019.01.12 14:17:53
299,ㅇㅇㅇ(125.143),남자는 갑옷을 입는다 - HIT 갤러리-------- >>> >>> >>> bamjido2..com <<< <<< <<<,2019.01.13 06:56:14
300,ㅇㅇ(223.39),진짜 페미니스트 견제 오진다. 마치 열국지를 보는 거 같다.,2018.07.18 11:45:06
301,ㄹㄹ(143.248),데충쳐살면되지 뭐이리 지랄들이야요즘,2018.07.19 18:27:57
302,ㅇㅇ(115.88),띵작추,2018.07.19 19:47:55
303,큐트뉴비 ,띵작이네 진짜,2018.07.19 19:48:17
304,ㅇㅇ(125.132),한남들군대에서뼈빠지게일할때 나는 양남들 ㅈㅈ쪼옥쪼옥빨아줘야지 ^^~~♥  - dc App,2018.07.20 05:53:38
305,ㅇㅇ(112.212),이야~ 처먹을게 떨어지니 찌릉네 나는걸 쪼옥쪼옥빨아드시겠단닼ㅋㅋㅋㅋ 실컷 빨아랔ㅋㅋㅋㅋ,2018.07.20 06:38:11
306,ㅇㅇㅇ(123.108),페미니스트 견제는 지랄 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 씨발 열국지는 또 뭐임? 아니 씨발 페미니즘같은 족보도 없는 개씨발 븅신 소꿉놀이가 전국시대 군웅들  깜이라도 된다고 생각하나 보지들은 ㅋㅋㅋㅋㅋ,2018.07.20 10:17:11
307,ㅇㅇ(175.119),씹퇘지년한테 자지빨리면 무슨 기분일까,2018.07.20 14:17:53
308,민주주의 ,으아~~~~~~~~~~~~~~~~~~~`,2018.07.20 18:59:53
309,ㅇㅇ(223.39),아니 페미니스트가 이 만화를 견제한다고,2018.07.20 21:07:10
310,ㅇㅇ(1.215),6006추,2018.07.20 21:07:22
311,ㅇㅇ(210.205),선진국 유일 국제챙이신 국가인데 저딴게 어그로가 될리가? 본질이 원래 저급한게 어그로가 되진않지,2018.07.21 01:06:02
312,ㅇㅇ(210.205),싸개들은 그냥 본질적으로 성악설이 분명하다 자칭 정상인이라는 것들도 결국 바뀌는 현실도 없고 예나 지금이나 혜택은 잘만 빨기때문에 그냥 위선일뿐 ㅋ,2018.07.21 01:07:00
313,ㅇㅇ(122.32),ㄴ ㄹㅇ 이 댓글 보니 좆대가리들은 성악설에 부합하는 듯 쓰레기 보다 못한 열등한 XY염색체,2018.07.21 06:21:39
314,ㅇㅇ(223.39),진실추,2018.07.21 13:39:34
315,ㅇㅇ(112.212),쓰레기 보다 못한 열등한 XY염색체 보다도 나약해서 군대도 못가고 결혼비용 9:1 의지해야하는 거지잖아ㅋㅋㅋㅋ아~주~ 하등하다고 광고를 해라ㅋㅋㅋㅋ 결국 나라에서도 선고용 후지원 장애인 정책보다 강력한 강제고용 정책인 할당제 주면서 보살펴 주잖아. 어디까지 하등해 지고 싶은거냐 ㅋㅋㅋㅋㅋ,2018.07.21 15:25:38
316,ㅇㅇ(112.212),"ㅈ돼지들 아니랄까봐 꼭- 처먹을거 떨어지면 막댓 처먹으러 오네 ㅋㅋㅋ 모두 페미해 누가 말려?ㅋㅋㅋㅋ 그래서 어떻게 됐냐? 비혼율 50퍼 넘고 이혼율 40퍼 넘고, 남자들 키덜트 시장 1조원 넘기고 레포츠 명품 여행 기타 평생 다 즐기지도 못할 취미생활 즐기면서 힐링 욜로 하고 있단다. 마이웨이 하면되~ 왜 그돈도 빨아 처드셔야 하는데 다른곳으로 돈흘러가니까 배아파 디지시겠어요? ㅋㅋㅋ",2018.07.21 15:26:41
317,ㅇㅇ(123.108),아니 누가 한국여자들 페미니스트 아니라고 했나 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 진짜 계속 같은말만 하네. 너희랑 섹스 안할거야! 우리 페미니스트야! 우리 안뚱뚱해! ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 아무도 안물어봤어요 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 너희가 전부 페미니스트인것도 알고 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 진짜 미친년들이 뭘 착각하는겨,2018.07.21 21:08:08
318,dd(59.13),담담하게 무거운 현실을 그려내는 능력 대단합니다.,2018.07.21 22:26:17
319,ㅇㅇ(128.199),여자들에게 이해를 바라는 것이 사치다... 어차피 여자들은 평생 이해를 못한다. 인생의 무게. 갑옷은 존재하지 않는다. 코르셋도 존재하지 않는다는 사실을.,2018.07.22 00:51:56
320,ㅇㅇ(128.199),여자들아... 남자들도 이해한다. 나름 너희들의 고충이 있다는 걸. 지성으로 아무리 노력해본들 결국 정말로 원시적인 본연의 모습으로 돌아가면 완력이 정의가 되는 순간이 오면 너희가 무력해진다는 것을... 하지만 그것도 오히려 너희 스스로 쌓은 벽이다. 남자들은 안다. 남자들 이상으로 용맹을 떨쳤던 단순히 성별이 여성이었던 용사들이 있었다는 사실을... 오히려 페미니즘이라는 서양의 사상을 받아들인 여자들이 모를뿐이지...,2018.07.22 00:53:56
